"Age","AttendedBootcamp","BootcampFinish","BootcampLoanYesNo","BootcampName","BootcampRecommend","ChildrenNumber","CityPopulation","CodeEventConferences","CodeEventDjangoGirls","CodeEventFCC","CodeEventGameJam","CodeEventGirlDev","CodeEventHackathons","CodeEventMeetup","CodeEventNodeSchool","CodeEventNone","CodeEventOther","CodeEventRailsBridge","CodeEventRailsGirls","CodeEventStartUpWknd","CodeEventWkdBootcamps","CodeEventWomenCode","CodeEventWorkshops","CommuteTime","CountryCitizen","CountryLive","EmploymentField","EmploymentFieldOther","EmploymentStatus","EmploymentStatusOther","ExpectedEarning","FinanciallySupporting","FirstDevJob","Gender","GenderOther","HasChildren","HasDebt","HasFinancialDependents","HasHighSpdInternet","HasHomeMortgage","HasServedInMilitary","HasStudentDebt","HomeMortgageOwe","HoursLearning","ID.x","ID.y","Income","IsEthnicMinority","IsReceiveDisabilitiesBenefits","IsSoftwareDev","IsUnderEmployed","JobApplyWhen","JobInterestBackEnd","JobInterestDataEngr","JobInterestDataSci","JobInterestDevOps","JobInterestFrontEnd","JobInterestFullStack","JobInterestGameDev","JobInterestInfoSec","JobInterestMobile","JobInterestOther","JobInterestProjMngr","JobInterestQAEngr","JobInterestUX","JobPref","JobRelocateYesNo","JobRoleInterest","JobWherePref","LanguageAtHome","MaritalStatus","MoneyForLearning","MonthsProgramming","NetworkID","Part1EndTime","Part1StartTime","Part2EndTime","Part2StartTime","PodcastChangeLog","PodcastCodeNewbie","PodcastCodePen","PodcastDevTea","PodcastDotNET","PodcastGiantRobots","PodcastJSAir","PodcastJSJabber","PodcastNone","PodcastOther","PodcastProgThrowdown","PodcastRubyRogues","PodcastSEDaily","PodcastSERadio","PodcastShopTalk","PodcastTalkPython","PodcastTheWebAhead","ResourceCodecademy","ResourceCodeWars","ResourceCoursera","ResourceCSS","ResourceEdX","ResourceEgghead","ResourceFCC","ResourceHackerRank","ResourceKA","ResourceLynda","ResourceMDN","ResourceOdinProj","ResourceOther","ResourcePluralSight","ResourceSkillcrush","ResourceSO","ResourceTreehouse","ResourceUdacity","ResourceUdemy","ResourceW3S","SchoolDegree","SchoolMajor","StudentDebtOwe","YouTubeCodeCourse","YouTubeCodingTrain","YouTubeCodingTut360","YouTubeComputerphile","YouTubeDerekBanas","YouTubeDevTips","YouTubeEngineeredTruth","YouTubeFCC","YouTubeFunFunFunction","YouTubeGoogleDev","YouTubeLearnCode","YouTubeLevelUpTuts","YouTubeMIT","YouTubeMozillaHacks","YouTubeOther","YouTubeSimplilearn","YouTubeTheNewBoston"
24,1,1,1,"Hackbright Academy",0,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"30 to 44 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"female",NA,NA,1,0,1,0,0,1,NA,8,"80a5b629a45b397ba675a83486a68a02","3ac02eb40db0ceb8e7693eb6ee4970e5",50000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",22000,12,"8aed93f5cf",2017-03-10 04:06:36,"2017-03-10 04:05:03","2017-03-10 04:08:11",2017-03-10 04:06:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"bachelor's degree","Engineering Management",50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More than 60 minutes","Sri Lanka","Sri Lanka","software development and IT",NA,"Employed for wages",NA,NA,1,1,"male",NA,0,0,1,1,NA,0,NA,NA,NA,"181a4b6a36c627a5bcbb86636849ebcb","153406dedd271785f831d75ec3e8fea8",NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sinhalese","single, never married",NA,18,"37bcfcf0ed",2017-03-10 04:09:57,"2017-03-10 04:07:38","2017-03-10 04:12:36",2017-03-10 04:10:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
19,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,10,"cbb4d211f565303695d91fdfff20030c","9353662f0ca76ca2e2671456585d0ddd",NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Spanish","single, never married",200,24,"70f9a2e012",2017-03-10 04:11:27,"2017-03-10 04:07:14","2017-03-10 04:13:18",2017-03-10 04:11:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,"high school diploma or equivalent (GED)",NA,15000,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
22,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","Kazakhstan","Kazakhstan",NA,NA,"Employed for wages",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,15,"6fac1579d1eeb9d36afb7da03937b2f0","b2fbd1dba1d89aa7bb3af09c74e2b2d7",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"Kazakh","single, never married",NA,3,"03480b1159",2017-03-10 04:11:43,"2017-03-10 04:07:42","2017-03-10 04:15:36",2017-03-10 04:11:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Mathematics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
24,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"More than 60 minutes","Philippines","Philippines","software development and IT",NA,"Employed for wages",NA,NA,NA,0,"female",NA,NA,0,0,0,NA,0,NA,NA,10,"930644758d283cb7abb80836857ab1eb","dbe80878e2e21ac622249971faeafa86",NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tagalog","single, never married",NA,50,"ac03c92f70",2017-03-10 04:12:50,"2017-03-10 04:11:08","2017-03-10 04:15:20",2017-03-10 04:13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,"bachelor's degree","Information Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
17,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,12,"373544df4c25f38c7eb4b9498d7674aa","e0faa338ddf6ea501cd446f4b2e067c6",NA,0,0,0,NA,"Within 7 to 12 months",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"Information Security,   Front-End Web Developer,   Data Scientist","in an office with other developers","English","single, never married",0,1,"f849013b63",2017-03-10 04:13:10,"2017-03-10 04:08:39","2017-03-10 04:15:11",2017-03-10 04:13:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some high school",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","United States of America","United States of America","arts, entertainment, sports, or media",NA,"Employed for wages",NA,42000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,12,"e0f37e719654ced6f4e29934106261c2","70622d71e23f26315048231ae7a1e79e",25000,0,0,0,1,"I haven't decided",NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,"work for a nonprofit",1,"Full-Stack Web Developer,   User Experience Designer,   Product Manager,   Front-End Web Developer","no preference","English","single, never married",0,2,"1efa449e83",2017-03-10 04:15:10,"2017-03-10 03:56:35","2017-03-10 04:16:40",2017-03-10 04:15:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Art History",40000,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
32,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","Italy","Australia","software development and IT",NA,"Employed for wages",NA,45000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,6,"bf8db4f68c4e870cc4f93cb3dcdc0580","480f475dcf0e83d8944192681dc6e796",15000,0,0,0,1,"I'm already applying",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a nonprofit",1,"Full-Stack Web Developer, Back-End Web Developer","in an office with other developers","Italian","single, never married",9000,18,"5950a15cd4",2017-03-10 04:15:27,"2017-03-10 04:12:19","2017-03-10 04:17:47",2017-03-10 04:15:31,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,"trade, technical, or vocational training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
19,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,50000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,7,"8ed781169c39826bef776476b2d563e2","506131773548026e65024b583e999196",NA,1,0,0,NA,"Within the next 6 months",1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,"work for a medium-sized company",NA,"Game Developer, Full-Stack Web Developer,   Mobile Developer,   Data Scientist, Data Engineer, Back-End Web Developer","from home","English","single, never married",20,3,"53c21ad1c7",2017-03-10 04:15:56,"2017-03-10 04:07:45","2017-03-10 04:18:27",2017-03-10 04:16:01,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"high school diploma or equivalent (GED)",NA,NA,NA,1,NA,1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,1
24,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working and not looking for work",NA,100000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,60,"aab4253a8a5c9812408448f0f5b2e190","7dacbd11b59f1683bb572072463638fb",NA,0,0,0,NA,"Within the next 6 months",NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"work for a medium-sized company",1,"  Front-End Web Developer, Full-Stack Web Developer,   Mobile Developer","in an office with other developers","English","single, never married",2500,5,"101526e1ad",2017-03-10 04:16:17,"2017-03-10 04:13:44","2017-03-10 04:17:39",2017-03-10 04:16:23,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,"Codewars, LeetCode",NA,NA,1,NA,NA,NA,1,"bachelor's degree","Logistics and Supply Chain Management",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"MyCodeSchool",NA,NA
16,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,NA,"Student, looking for work",NA,NA,NA,"male",NA,NA,0,0,0,NA,0,NA,NA,10,"827664a01a6782d768b755ae7fc6c42d","71f09398a90f8ad0eefa8ef78d587803",NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Marathi","single, never married",0,14,"ceb5241ef2",2017-03-10 04:16:17,"2017-03-10 04:14:35","2017-03-10 04:17:32",2017-03-10 04:16:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"some high school",NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1
35,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iran","United States of America",NA,NA,"Not working but looking for work",NA,50000,NA,NA,"male",NA,0,1,1,1,0,0,0,NA,20,"758144333c00450d351dafc904521e8e","ecef128b11d8f56a49a275e65a63c470",NA,0,0,0,NA,"Within the next 6 months",NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,"work for a government",1,"Full-Stack Web Developer,   Quality Assurance Engineer,   Data Scientist,   Mobile Developer","no preference","Azerbaijani","married or domestic partnership",1000,10,"238bcfb5be",2017-03-10 04:16:57,"2017-03-10 04:09:51","2017-03-10 04:20:13",2017-03-10 04:16:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,1,"master's degree (non-professional)","Physics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
42,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","arts, entertainment, sports, or media",NA,"Employed for wages",NA,65000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,15,"c7840f9f899881251394e16c9f922968","b544ac752e36e0837918871f15900c35",70000,1,0,0,0,"more than 12 months from now",NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,"work for a medium-sized company",0,"  User Experience Designer,   Product Manager, Full-Stack Web Developer,   Front-End Web Developer","no preference","English","divorced",60,1,"dd8d7141ce",2017-03-10 04:17:15,"2017-03-10 04:14:17","2017-03-10 04:19:18",2017-03-10 04:17:18,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"master's degree (non-professional)","Liberal Arts and Humanities",70000,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","Canada",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,56,"e2105f36a35a87da29fefc27866df308","87ea179d00465c75680c4629a2de50b7",NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Hindi","single, never married",0,60,"70d7fa6218",2017-03-10 04:17:38,"2017-03-10 04:12:04","2017-03-10 04:19:12",2017-03-10 04:17:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"some college credit, no degree",NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
35,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","United States of America","United States of America",NA,"retail","Employed for wages",NA,60000,NA,NA,"trans",NA,NA,1,0,1,0,0,1,NA,40,"006b78f652cf2ec2fc416541bea49274","2b6cb191970a86b5b433c4152eb7b8bf",32000,0,0,0,1,"Within 7 to 12 months",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"Full-Stack Web Developer","in an office with other developers","English","married or domestic partnership",0,4,"fc66f87e31",2017-03-10 04:18:20,"2017-03-10 04:15:24","2017-03-10 04:20:37",2017-03-10 04:18:24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"watchandcode.com",NA,NA,NA,NA,NA,NA,NA,"bachelor's degree","Political Science",20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","Taiwan","United States of America","education",NA,"Employed for wages",NA,7000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,15,"240b28c5a0e5b40c671fb06ef6e0c1ed","8d29a4a733cfd45e7c3ef3b7a70673e9",23000,0,0,0,1,"Within the next 6 months",NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"  Data Scientist, Data Engineer,   Front-End Web Developer","no preference","Chinese","married or domestic partnership",200,24,"5f92d017a6",2017-03-10 04:18:41,"2017-03-10 03:48:53","2017-03-10 04:21:47",2017-03-10 04:18:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,"master's degree (non-professional)","Ecology and Evolutionary Biology",24000,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"15 to 29 minutes","Argentina","Argentina","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"male",NA,NA,0,0,1,NA,0,NA,NA,5,"1ed9aa8884d02e61402b7ed4d8df198f","354290791a4d88997f58d87c0d67721e",24000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spanish","single, never married",0,48,"6825cda762",2017-03-10 04:19:33,"2017-03-10 04:17:38","2017-03-10 04:21:39",2017-03-10 04:19:37,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,"bachelor's degree","Industrial Engineering",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1
18,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,NA,"Student",60000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,10,"3a912db2de46092514a7be2f34b60b96","ee667b42652949cc9f104a02ca666944",NA,0,0,0,NA,"Within 7 to 12 months",1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,"work for a startup",1,"Full-Stack Web Developer,   Front-End Web Developer, Back-End Web Developer,   User Experience Designer,   Product Manager,   Mobile Developer","in an office with other developers","English","single, never married",0,55,"6a4ac4fcb2",2017-03-10 04:19:49,"2017-03-10 04:17:42","2017-03-10 04:21:00",2017-03-10 04:19:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,"some college credit, no degree",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
21,0,NA,NA,NA,NA,NA,"less than 100,000",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,"Doing an unpaid internship",NA,80000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,30,"01b52cc33a096316093ba935e2e81d12","76e7d0cac65f83485076df9c70c308e6",NA,0,0,0,NA,"I'm already applying",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"work for a multinational corporation",1,"Data Engineer,   Data Scientist, Back-End Web Developer","in an office with other developers","Hindi","single, never married",0,59,"b4f385fc7b",2017-03-10 04:21:52,"2017-03-10 04:19:14","2017-03-10 04:23:06",2017-03-10 04:21:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
31,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","Austria","United States of America","software development and IT",NA,"Self-employed business owner",NA,NA,NA,0,"male",NA,NA,1,0,1,0,1,1,NA,20,"a7b98c321987c48aae0027dd5456880f","8ad4660b0e0a57f39d74d506ff258bf8",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","married or domestic partnership",200,180,"9ff82cc56e",2017-03-10 04:21:52,"2017-03-10 04:20:01","2017-03-10 04:23:42",2017-03-10 04:21:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"trade, technical, or vocational training",NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","United States of America","United States of America","education",NA,"Employed for wages",NA,NA,NA,NA,"male",NA,NA,1,0,1,1,0,1,NA,14,"84ccf468b598b273bb36eb19aa69f9b9","81bb280ce319eea67a8bbc477df4c925",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"English","single, never married",150,6,"ce255b4069",2017-03-10 04:23:57,"2017-03-10 04:21:28","2017-03-10 04:26:35",2017-03-10 04:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,"master's degree (non-professional)","Political Science",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,0,1,"Tech Elevator",1,NA,"between 100,000 and 1 million",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,60000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,40,"ca6062ca7c782692c42f707bbea5fbe8","f6bc179d6e60c2cdb1ca4eddb3086836",NA,0,0,0,NA,"I'm already applying",1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,"work for a medium-sized company",1,"Information Security,   Mobile Developer, Full-Stack Web Developer, Back-End Web Developer","no preference","English","single, never married",16000,8,"0892e56c6c",2017-03-10 04:24:01,"2017-03-10 04:19:51","2017-03-10 04:26:08",2017-03-10 04:24:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,NA,1,NA,"MOOC.fi",NA,NA,1,NA,1,NA,1,"bachelor's degree","Music Technology",20000,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
14,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working and not looking for work",NA,50000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"1c2cd57a7a6fe1927dc151ed173f877c","b9c18833ac7ee10ff2e9dcbca0551eda",NA,0,0,0,NA,"more than 12 months from now",1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,"work for a startup",NA,"Full-Stack Web Developer,   User Experience Designer,   Mobile Developer,   Front-End Web Developer, Game Developer, Back-End Web Developer","from home","English","single, never married",0,6,"ce07c53bab",2017-03-10 04:25:20,"2017-03-10 04:22:41","2017-03-10 04:26:42",2017-03-10 04:25:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,"some high school",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
